account_id,in_degree,out_degree,avg_neighbor_degree,pagerank,clustering,is_fraud
U186,52,55,99.1818,0.00104088,0.0931858,0
U533,48,41,102.512,0.000956619,0.0938252,0
U787,35,52,97.8462,0.000729484,0.0946224,0
U20,43,49,102.184,0.000855785,0.0968789,0
U280,44,48,99.2708,0.000905219,0.0894665,0
U268,42,65,100.323,0.000887752,0.0956504,0
U892,58,46,99.7174,0.00111598,0.0989899,0
U281,45,47,103.128,0.000906174,0.0992542,0
U865,50,47,100.213,0.000974451,0.0972417,0
U646,47,42,104.619,0.000946439,0.100115,0
U879,55,53,101.396,0.0011281,0.0921392,0
U230,55,39,101.718,0.00105171,0.0924413,0
U174,52,51,102.588,0.00102553,0.0912871,0
U893,43,36,98.0278,0.00087453,0.0929285,0
U109,62,58,101.448,0.00122551,0.0979662,0
U114,37,56,98.8393,0.000795752,0.0908864,0
U940,42,42,101.024,0.000833471,0.0903342,0
U334,44,46,100.935,0.000876542,0.099541,0
U470,61,55,103.109,0.00115677,0.101537,0
U361,39,39,99.4872,0.000833822,0.0940541,0
U906,65,44,101.386,0.00124971,0.0972741,0
U729,55,62,104.806,0.00109724,0.0906888,0
U363,43,55,101.855,0.000876666,0.0956327,0
U870,62,59,102.695,0.00117289,0.0937819,0
U523,50,54,98.7593,0.00107809,0.0884658,0
U778,51,56,102.589,0.00101721,0.0993279,0
U240,59,43,105.116,0.00116278,0.100112,0
U927,59,55,99.4364,0.00118358,0.096686,0
U227,46,42,101.452,0.000918964,0.091954,0
U717,51,48,102.042,0.00100803,0.100748,0
U603,43,54,99.6296,0.000845401,0.090143,0
U17,46,56,100.964,0.000948979,0.0944667,0
U372,54,44,100.75,0.00104018,0.0905971,1
U318,34,45,101.622,0.000723136,0.0898838,0
U451,53,34,102.441,0.00106328,0.107258,0
U381,43,46,102.065,0.000863095,0.0980392,0
U435,47,43,101.558,0.000927601,0.098904,0
U517,42,49,102.02,0.000843399,0.0916553,0
U5,39,66,100.303,0.000797754,0.0998711,0
U669,50,51,99.6863,0.000996066,0.0986842,0
U802,58,46,100.065,0.00112497,0.0968317,0
U858,44,52,100.769,0.000881842,0.100096,0
U469,42,39,102.923,0.000859402,0.0957895,0
U973,44,48,101.312,0.000882027,0.0937181,0
U828,55,56,100.446,0.00105725,0.0932234,0
U580,43,58,105.103,0.00085932,0.101974,0
U127,56,40,102.325,0.0010871,0.0942576,0
U169,44,59,96.3559,0.000881774,0.0946197,0
U723,50,44,99.7955,0.000998434,0.0986622,0
U438,54,39,103.769,0.00103629,0.0978348,0
U383,59,52,100.077,0.0011837,0.0920463,0
U846,45,52,101.173,0.000938825,0.0982456,0
U514,53,51,99.8431,0.00101676,0.0953082,0
U944,41,61,99.4262,0.000822199,0.0888158,0
U202,36,48,99.375,0.000764164,0.0906354,0
U538,49,49,101.367,0.00100374,0.0935016,0
U48,46,52,102.481,0.000907011,0.0986044,0
U197,60,47,102.681,0.00114781,0.0975758,0
U968,53,44,99.1364,0.00106729,0.0929288,0
U284,47,40,103.25,0.000954864,0.0968536,0
U645,55,59,101.627,0.0010619,0.0999035,0
U758,45,49,98.9796,0.000923799,0.102656,0
U468,44,49,102.184,0.000907915,0.0956305,0
U2,47,48,98.25,0.000922794,0.0912835,0
U650,61,57,100.632,0.00121813,0.0936937,0
U272,46,61,104.443,0.000942788,0.100606,0
U146,53,56,101.839,0.00106891,0.0992079,0
U679,47,44,102.795,0.000960507,0.10189,0
U590,64,50,102.08,0.00120325,0.0978593,0
U930,63,60,99.6667,0.00122025,0.0918441,0
U511,48,46,103.87,0.000990896,0.101768,0
U738,45,43,100.814,0.000891708,0.103282,0
U843,61,57,100.386,0.00116777,0.0885738,0
U403,47,55,100.291,0.000965495,0.0947165,0
U436,44,47,101,0.000909228,0.0889193,0
U78,42,50,102,0.000865145,0.0889193,0
U15,42,60,101.05,0.000846238,0.0929825,0
U854,62,50,98.88,0.00118001,0.101592,0
U613,45,52,102.346,0.000906418,0.101917,0
U783,57,43,98.9767,0.0011753,0.0908425,0
U443,57,53,100.528,0.00111815,0.0949933,0
U201,48,45,101.689,0.00095647,0.0939734,0
U312,44,61,101.082,0.000897136,0.0941414,0
U963,47,53,99.3962,0.000944905,0.0947165,0
U81,54,57,99.7368,0.00106626,0.0946923,0
U622,52,50,103.56,0.00103261,0.105482,0
U299,51,55,101.109,0.0010004,0.0958416,1
U890,48,44,102.864,0.00101519,0.0953501,0
U990,44,50,102.06,0.000907357,0.103971,0
U660,49,48,100.542,0.000960003,0.0939691,0
U824,57,42,103.048,0.00111337,0.0980263,0
U325,60,57,100.474,0.00118731,0.0886159,0
U881,44,52,98.8269,0.000893904,0.0891065,0
U440,49,43,100.093,0.000996258,0.103983,0
U269,65,50,99.42,0.00121256,0.0947555,0
U323,55,50,98.12,0.00115127,0.10073,0
U72,44,45,100.933,0.000892758,0.0903342,0
U66,58,53,101.755,0.00113737,0.0948425,0
U152,42,58,99.5,0.000856335,0.104444,0
U282,44,51,101.353,0.000862925,0.100624,0
U155,48,60,103.267,0.000981374,0.0940459,0
U528,49,49,104.143,0.000939819,0.102962,0
U972,50,53,101.189,0.00102175,0.0920792,0
U6,47,47,102.043,0.000954915,0.0991117,0
U472,32,50,103.46,0.000697234,0.0970608,0
U887,66,48,101.917,0.00127491,0.0945127,0
U735,53,45,102.044,0.00107109,0.0909295,0
U270,48,53,99.7736,0.000936395,0.0897766,0
U1000,64,41,100.878,0.00128412,0.0992079,0
U741,38,41,101.341,0.000780442,0.0936937,0
U391,48,56,102.982,0.00097511,0.0925582,0
U340,51,54,100.148,0.000991799,0.0978218,0
U369,62,39,100.359,0.0011997,0.0964356,0
U303,43,58,101.707,0.000899055,0.0980198,0
U190,55,53,98.7736,0.00112306,0.0937682,0
U576,56,66,102.455,0.0011313,0.101351,0
U522,50,35,101.971,0.000982527,0.0900746,0
U666,41,40,103.45,0.000821439,0.0931516,0
U43,63,49,102.755,0.00120864,0.0916832,0
U577,51,58,102.207,0.00103291,0.0959671,0
U985,53,57,101.93,0.00105613,0.101568,0
U300,51,53,101.811,0.000952399,0.0963636,1
U989,51,44,100.659,0.000971543,0.0928004,0
U239,44,47,100.213,0.00088811,0.0935705,0
U308,53,47,101.872,0.00108017,0.101316,0
U790,49,63,98.9206,0.00100009,0.0927625,0
U607,37,35,98.5714,0.000778611,0.100621,0
U916,48,54,100.963,0.00095111,0.0896276,0
U566,49,44,100.977,0.000987328,0.0949939,0
U610,51,43,101.093,0.00101332,0.0946317,0
U866,52,53,100.811,0.00104937,0.093589,0
U26,43,51,101.118,0.000885479,0.0963067,0
U921,60,38,102.737,0.00119465,0.101535,0
U55,36,54,100.722,0.000762782,0.0992685,0
U149,53,46,101.109,0.00108383,0.102384,1
U874,61,53,99.0377,0.00115378,0.0934112,1
U18,38,49,102.163,0.000810377,0.0942487,0
U117,56,52,103.019,0.00107311,0.0952475,0
U781,47,49,101.408,0.000958956,0.0938,0
U360,60,47,101.702,0.00118304,0.0940594,0
U895,58,49,99.0204,0.0011533,0.090293,0
U176,56,31,99.3226,0.00109687,0.0921569,0
U501,40,53,102.774,0.000835214,0.0943622,0
U624,52,60,101.45,0.000996462,0.0934066,0
U556,42,51,101,0.000834773,0.0898642,1
U600,51,46,101.457,0.000978571,0.0881398,0
U917,51,57,98.2982,0.00102051,0.0959037,0
U179,63,48,101.25,0.00120651,0.101707,0
U344,61,34,100.412,0.00117032,0.0948814,0
U193,66,45,100.511,0.00129625,0.0948012,0
U993,48,49,102.796,0.000969929,0.0942869,0
U32,49,59,100.017,0.000981623,0.0975758,0
U784,55,40,100.95,0.00109479,0.090143,0
U187,56,43,100.791,0.0011087,0.0942576,0
U935,45,49,98.8776,0.000888497,0.0962733,0
U698,59,45,100.067,0.00113707,0.0969765,0
U644,51,50,101.32,0.00101948,0.0907029,0
U859,54,40,101.2,0.00106021,0.0993361,0
U981,48,55,100.945,0.000941269,0.0905702,0
U143,52,51,99.6863,0.00099878,0.0884848,0
U840,46,47,100.489,0.00097841,0.0954823,0
U810,56,44,101.068,0.00112202,0.0944864,0
U587,52,45,99.9556,0.00105461,0.0915751,0
U780,46,63,103.635,0.00095952,0.0935741,0
U785,55,66,100.879,0.00107967,0.100246,0
U984,61,51,102.078,0.00117963,0.0963163,0
U337,44,48,101.25,0.000874091,0.0958725,0
U61,48,49,101.245,0.000991743,0.0950788,0
U342,50,57,100.351,0.000994613,0.0850942,0
U599,45,54,103.593,0.00087425,0.0996641,0
U518,57,47,97.9787,0.00108786,0.0942074,0
U364,40,60,100.733,0.000836869,0.0902588,1
U913,52,44,99.9545,0.000991838,0.09914,0
U759,44,67,100.642,0.000896704,0.097161,0
U756,40,51,101.725,0.000854825,0.0990303,0
U377,51,37,101.297,0.0010334,0.0879552,0
U439,44,46,100.087,0.00089518,0.0963855,0
U84,55,57,100.754,0.00110389,0.0969007,0
U977,27,52,100.846,0.000593356,0.0936073,0
U160,51,45,101.222,0.00100974,0.0949439,0
U934,48,46,101.674,0.000958492,0.0896215,0
U643,49,55,101.909,0.000951073,0.0947389,0
U301,51,54,97.5,0.001027,0.0879208,0
U56,50,49,101.796,0.00104565,0.09699,0
U746,49,44,99.1136,0.000958548,0.0921859,1
U471,40,57,100.053,0.000853983,0.0888677,0
U902,36,44,98.3182,0.000756462,0.0827068,0
U462,54,47,102.255,0.00108628,0.0910088,0
U250,47,35,102.429,0.000942283,0.0981632,0
U245,49,58,102.414,0.000945644,0.0977778,0
U713,49,56,99.8214,0.000977806,0.0966811,0
U265,41,46,101.522,0.000833163,0.0919753,0
U159,49,48,99.7292,0.00101849,0.0955056,0
U549,54,48,101.729,0.00106625,0.0955186,0
U703,52,55,101.055,0.000977083,0.0871985,0
U51,45,44,101,0.000913115,0.0983936,0
U367,56,54,102.593,0.00109944,0.0980209,0
U292,57,56,100.125,0.00110073,0.0916946,0
U384,51,35,101.429,0.000999428,0.0885781,0
U467,58,41,98.8293,0.00115106,0.0915122,0
U614,45,52,102.596,0.000904778,0.0998468,0
U636,65,50,103.38,0.00121982,0.0977538,0
U740,43,42,106.429,0.000895312,0.106083,0
U9,54,61,102.869,0.00107608,0.0999181,0
U808,50,48,101.792,0.000995849,0.0984233,0
U178,53,58,100.862,0.0010485,0.0959707,0
U346,48,49,103.02,0.000986839,0.0964591,0
U655,55,44,101.75,0.001094,0.102128,0
U167,52,51,103.843,0.00106028,0.0970297,0
U297,38,61,102.082,0.000813155,0.0976893,0
U608,49,42,100.262,0.000982264,0.091954,0
U656,63,48,102.333,0.00124641,0.0964557,0
U54,58,52,101.712,0.00113155,0.0893069,0
U642,43,49,100.837,0.000910142,0.0982236,0
U910,51,34,100.088,0.0010525,0.0993827,0
U288,47,55,102.455,0.000955047,0.0938596,0
U163,50,32,98.25,0.000996781,0.0929071,0
U542,57,42,102.286,0.00108009,0.0956327,0
U901,48,50,103.86,0.000950495,0.0919732,0
U341,51,31,100.355,0.00103064,0.0990665,0
U489,43,48,101.208,0.00087666,0.0902873,0
U19,60,46,101.217,0.00116905,0.0962376,0
U831,41,47,101,0.000843742,0.0997199,0
U414,61,46,98.9348,0.00122525,0.0969697,0
U637,44,49,101.163,0.000905348,0.0977011,0
U36,45,38,101.5,0.000931701,0.0962963,0
U171,49,47,100.957,0.00101351,0.0976801,0
U611,45,36,102.389,0.000936064,0.0912042,0
U537,43,47,98.5106,0.000876828,0.0924761,0
U602,51,56,100.821,0.00103762,0.0853249,0
U296,35,51,99.6471,0.000727138,0.095679,0
U867,48,56,100.518,0.00102103,0.0987425,0
U814,47,55,101.055,0.000952383,0.095032,0
U922,41,51,101.196,0.000853255,0.0924413,0
U730,56,39,102.436,0.00109838,0.0969475,0
U878,71,57,98.8772,0.00135793,0.0990084,0
U947,45,52,101.404,0.000909042,0.0998567,0
U604,46,49,101.673,0.000908016,0.0937181,0
U862,53,58,101.121,0.00105067,0.0879388,0
U525,66,48,102.5,0.00123768,0.0948012,0
U836,45,43,99.1628,0.000939634,0.0946779,0
U417,48,50,101.12,0.000940759,0.0867228,0
U424,50,63,101.746,0.00101723,0.0897625,0
U861,48,45,100.978,0.000986761,0.0900137,0
U370,51,54,100.167,0.00101905,0.0897766,0
U541,53,36,100.028,0.00102145,0.0908345,0
U516,48,72,101.194,0.000972172,0.0984153,0
U329,49,44,103.75,0.000971563,0.104762,0
U889,50,52,103.135,0.000989506,0.0927632,0
U448,52,41,101.122,0.00102186,0.0967824,0
U60,66,45,102.156,0.00128228,0.0941216,0
U654,46,51,98.8627,0.000926894,0.0917096,0
U772,56,46,102.848,0.0010619,0.0992268,1
U641,56,53,100.302,0.00107888,0.0912995,0
U750,57,54,99.2778,0.00116714,0.0957804,0
U534,48,46,100.261,0.000970503,0.097628,0
U567,38,47,99.4468,0.000781682,0.0891298,0
U226,50,37,101.703,0.00100223,0.0983936,0
U794,44,70,100.771,0.000900936,0.0947555,0
U719,46,43,102.767,0.000919373,0.0963855,1
U70,59,51,102.039,0.0011863,0.100511,0
U779,46,55,99.7818,0.000912089,0.0978723,0
U766,47,48,99.4375,0.00094708,0.0995792,0
U924,52,47,98.9362,0.00101818,0.0902291,0
U218,47,47,106.106,0.000964206,0.0962149,0
U59,56,43,101.07,0.00110308,0.10056,0
U820,58,47,100.596,0.00115975,0.0973737,0
U493,53,46,102.457,0.001074,0.101873,0
U150,39,52,99.5962,0.000839646,0.0927559,0
U354,51,52,98.6731,0.00103084,0.0899914,0
U675,66,45,100.489,0.00125016,0.0950584,0
U797,39,44,99,0.000836479,0.0966049,0
U164,56,36,100.056,0.00107918,0.0955056,0
U811,61,47,101,0.00118126,0.0914386,0
U39,51,61,100.393,0.00103556,0.0946923,0
U628,55,47,101.489,0.00108863,0.0980433,0
U465,68,57,100.035,0.00126673,0.0938722,0
U37,44,50,100.88,0.00088545,0.0981844,0
U474,43,48,100.75,0.000877254,0.095429,0
U736,45,43,99.4186,0.000914362,0.0916838,0
U806,55,56,99.6429,0.00106017,0.096103,0
U697,41,52,102.75,0.000851681,0.100982,0
U547,54,62,98.4355,0.00104558,0.0953976,0
U938,55,49,100.041,0.00108646,0.095146,0
U799,53,50,103.86,0.00106901,0.105455,0
U744,46,53,100.925,0.000963004,0.0923329,0
U677,51,47,101.064,0.00103169,0.0931691,0
U632,46,44,100.591,0.000945085,0.0970329,0
U686,42,57,101.754,0.000846155,0.0984649,0
U546,43,48,101.417,0.000874302,0.0971272,0
U635,48,51,102.039,0.000941922,0.0971917,0
U42,60,52,99.75,0.00115512,0.0968059,0
U983,43,31,103.484,0.000907986,0.0993789,0
U631,46,50,99.82,0.000907576,0.0993789,0
U941,46,49,100.265,0.000957972,0.0972417,0
U769,46,49,102.224,0.000978665,0.0951311,0
U77,68,41,100.61,0.00130577,0.0919475,1
U724,50,44,102.659,0.00103714,0.092952,0
U682,38,44,101.5,0.000777826,0.089542,0
U222,52,34,102.647,0.000998118,0.0949367,0
U771,64,39,99.9744,0.00123999,0.0929939,0
U106,34,56,100.964,0.000710032,0.0916553,0
U665,55,56,101.643,0.00108016,0.0990842,0
U605,61,67,102.776,0.0011734,0.0932507,0
U949,41,63,102.206,0.0008754,0.0972938,1
U248,49,48,98.5,0.000995822,0.0963067,0
U575,46,55,100.982,0.000933327,0.0872807,0
U405,45,60,102.933,0.000925148,0.0956504,0
U495,51,36,102.083,0.00101734,0.101969,0
U842,62,45,100.289,0.00120978,0.0944222,0
U88,47,42,101.143,0.000968134,0.0960784,0
U237,46,35,101.829,0.000910416,0.0853619,0
U24,55,64,101.359,0.00109845,0.0976894,1
U552,58,41,100.22,0.00116245,0.0960526,0
U699,46,47,102.128,0.00097219,0.0952503,0
U257,45,56,100.143,0.000919376,0.0997807,0
U509,54,52,102.019,0.00106685,0.0971717,0
U951,51,46,102.174,0.000957514,0.0979455,0
U96,52,55,100.545,0.00104838,0.0934704,0
U475,57,38,99.6842,0.00112671,0.0928839,0
U585,52,44,101.523,0.0010277,0.0937354,0
U449,56,54,100.5,0.00110631,0.0953976,0
U69,47,50,104.82,0.00095321,0.100573,0
U875,49,51,102.451,0.00100415,0.0904628,0
U925,46,46,98.0217,0.000935256,0.092999,0
U177,44,44,103.205,0.000924313,0.101681,0
U151,59,57,100.281,0.00114785,0.0964137,0
U85,49,41,100.78,0.00099897,0.0924413,0
U271,51,44,101.205,0.00101648,0.0986367,0
U258,51,51,100.824,0.00100387,0.0975086,0
U215,50,52,102.827,0.000962929,0.0972318,0
U733,48,49,99.6122,0.00098521,0.0862503,0
U841,36,48,101.75,0.000765259,0.103086,0
U933,64,46,98.0652,0.00123573,0.0955644,0
U494,60,54,102.963,0.00112026,0.0961538,0
U145,57,74,101.149,0.00115941,0.0910446,0
U582,59,50,100.34,0.0011594,0.089059,0
U798,35,47,103.319,0.000732999,0.10159,0
U236,48,54,99.0926,0.000968329,0.0905702,0
U640,50,47,99.7021,0.00102228,0.0969475,0
U82,56,60,101.883,0.00105887,0.0970809,1
U86,55,48,101.708,0.00107061,0.0957576,0
U231,38,39,101.59,0.000784,0.0922761,0
U505,48,65,101.738,0.000965875,0.0950549,0
U543,63,45,101.133,0.00121128,0.0961616,0
U58,54,46,100.935,0.00109061,0.0964347,0
U894,46,63,102.381,0.000938174,0.0916442,0
U661,53,55,100.2,0.00108788,0.094933,0
U851,63,49,98.8163,0.00118553,0.0969697,0
U426,58,45,102.689,0.00118287,0.100301,0
U606,55,37,99.6216,0.00107698,0.0984127,0
U136,66,41,98.3659,0.00130923,0.0958565,0
U3,57,39,103.795,0.00116525,0.0950788,0
U484,42,59,102.322,0.000851281,0.102019,0
U535,53,42,100.619,0.00104252,0.0951311,0
U83,45,53,102.321,0.000941819,0.0916316,1
U765,43,55,102.727,0.000886299,0.0946704,0
U732,53,53,102.642,0.00103528,0.10231,0
U957,65,51,100.431,0.00125057,0.0998981,0
U235,37,46,101.543,0.000750897,0.0891228,0
U463,46,58,100.914,0.000937202,0.0891323,0
U570,42,54,100.63,0.000838074,0.0979181,0
U352,50,58,100.586,0.000965434,0.0910256,0
U616,58,36,100.806,0.00114959,0.0930403,0
U38,43,51,102.275,0.000911362,0.0967033,0
U589,59,37,100.216,0.00116364,0.0953177,0
U791,48,53,101.83,0.000963021,0.0861842,0
U387,43,51,102.549,0.000884603,0.0922153,0
U776,44,58,100.534,0.000864573,0.0904968,0
U526,52,45,98.2667,0.00102961,0.0852843,0
U298,42,41,100.268,0.000885002,0.0979021,0
U409,49,53,99.8868,0.000964991,0.087794,0
U181,32,49,100.816,0.000699515,0.0902431,0
U408,50,60,101.217,0.00102869,0.0929939,0
U586,59,53,99.5472,0.00117917,0.0948718,0
U429,52,59,103.186,0.00107689,0.0949933,1
U664,56,52,101.423,0.00117341,0.0959707,0
U208,49,50,103.04,0.000946281,0.102951,0
U394,57,52,101.942,0.00112358,0.0960978,0
U217,50,46,100.609,0.00100302,0.0963067,0
U506,57,52,100.731,0.00111325,0.0970934,0
U123,50,51,100.569,0.000983171,0.0919244,0
U154,43,45,101.756,0.000863198,0.0918398,0
U112,42,54,100.926,0.00085148,0.0970079,0
U332,60,50,101.92,0.00118194,0.0903659,0
U382,41,48,102.875,0.000835159,0.09658,0
U498,51,56,99.8393,0.000988435,0.0959596,0
U204,30,54,101.796,0.000671624,0.0966049,0
U497,61,55,100.6,0.00121019,0.096871,0
U259,52,44,102.636,0.00104576,0.0982236,1
U478,51,60,100.9,0.00104448,0.0994059,0
U510,40,42,102.405,0.000804095,0.0983447,0
U430,45,46,100.565,0.000879957,0.0934627,0
U380,58,54,102.167,0.00112188,0.0952381,0
U658,47,53,100.887,0.000951487,0.0938355,0
U876,46,50,103.1,0.000922558,0.0936455,0
U232,53,60,100.733,0.00105817,0.0862534,0
U254,44,45,100.778,0.000926985,0.0991597,0
U903,39,53,99.9057,0.000821557,0.0881001,0
U392,45,44,102.5,0.000894722,0.0932906,0
U825,56,54,99.7222,0.00107546,0.0908425,0
U460,35,57,100.491,0.000741956,0.0939734,0
U311,52,42,100.69,0.00102617,0.0938844,0
U731,50,62,98.9355,0.000999873,0.0946602,0
U30,62,43,102.907,0.00122539,0.0957096,0
U492,53,52,101.596,0.00106104,0.101316,0
U313,55,45,104.311,0.00107487,0.100812,0
U314,44,65,100.785,0.000879179,0.0919414,0
U948,42,51,100.824,0.000866761,0.0910867,0
U777,40,52,98.7692,0.000807378,0.0945664,0
U739,43,50,100.78,0.000874662,0.0940171,0
U592,58,49,101.918,0.00114289,0.0983943,0
U216,52,50,101.66,0.00106785,0.103509,0
U118,53,50,98.22,0.00103261,0.0986745,0
U553,58,36,101.194,0.00109738,0.0974755,0
U73,51,54,102.167,0.00101542,0.0912871,0
U349,43,55,99.8909,0.00088108,0.0919698,0
U183,43,55,99.3091,0.00087016,0.0918193,0
U965,46,44,102.364,0.000953886,0.092952,0
U129,41,60,98.6,0.000839567,0.0958392,0
U378,50,49,98.7143,0.000980257,0.0958333,0
U307,56,59,100.78,0.0011217,0.0983039,0
U764,34,41,101.732,0.000732077,0.102216,0
U479,43,47,103.638,0.00086841,0.0960328,0
U953,63,55,98.3091,0.00122695,0.0939116,0
U573,53,43,102.605,0.00106859,0.0935016,0
U351,50,45,100.556,0.00101328,0.0958392,0
U63,54,53,100.019,0.00105443,0.0981818,0
U124,60,39,104.205,0.00117211,0.0949313,0
U728,32,55,101.255,0.000706747,0.0894309,0
U708,65,56,102.143,0.00126624,0.0956373,0
U998,50,56,99.2143,0.00101996,0.0829703,0
U885,42,47,102.447,0.000903739,0.0991713,0
U519,35,49,100.796,0.000738314,0.0987654,0
U833,50,36,100.639,0.000988621,0.100793,0
U290,55,65,100.938,0.00108848,0.0998736,0
U210,56,57,102.018,0.00109873,0.0970696,0
U687,43,44,103.136,0.000867805,0.0944444,0
U264,36,35,101.229,0.000752643,0.0958842,0
U263,53,57,101.789,0.00103941,0.102989,0
U375,55,57,101.772,0.0010894,0.0887691,0
U138,60,44,99.0227,0.00112529,0.0959394,0
U629,48,53,102.434,0.000958447,0.0960729,0
U316,43,49,99.3469,0.00086853,0.0940439,0
U696,46,51,99.6863,0.000931233,0.0935713,0
U817,44,55,100.345,0.000899637,0.0922732,0
U35,51,44,101.523,0.00103052,0.0949949,0
U527,52,59,101.627,0.00105465,0.0962793,0
U663,51,63,102.095,0.00103113,0.0994162,0
U434,44,53,103.415,0.000920932,0.107527,0
U242,52,37,100.108,0.00104384,0.0887452,0
U93,49,51,103.431,0.00093843,0.0934147,0
U457,58,64,101.266,0.00116337,0.0897025,0
U503,62,36,103.611,0.00122699,0.105891,0
U395,60,39,101.641,0.00119828,0.0964347,0
U102,46,59,103.441,0.000899676,0.0944735,0
U829,55,46,99.1957,0.00111753,0.0899108,0
U520,42,46,101,0.000861727,0.0976744,0
U597,42,42,99.4524,0.000866795,0.0894309,0
U228,49,41,100.732,0.000976324,0.0971989,0
U649,61,63,101.603,0.00121885,0.0978121,0
U113,45,44,99.4318,0.000911712,0.0922025,0
U992,54,53,100.094,0.00110204,0.0959596,1
U173,34,47,98.8936,0.000752466,0.0899101,0
U57,60,40,101.15,0.0011825,0.0993455,0
U330,51,48,100.146,0.00102387,0.0938596,0
U681,44,52,103.327,0.000854754,0.105983,0
U871,44,62,99.5161,0.000881199,0.0953535,0
U627,51,38,99.8158,0.00101068,0.0972461,0
U74,48,53,101.623,0.000971254,0.0925582,0
U821,65,52,101.885,0.00125718,0.0993884,0
U512,44,52,100.481,0.000917407,0.0970079,0
U407,54,52,98.8077,0.00107436,0.0926034,0
U148,48,41,99.2439,0.00095691,0.0943978,0
U727,55,57,99.1228,0.0011261,0.0967473,0
U701,70,52,101.981,0.00131842,0.0927133,0
U347,45,42,101.262,0.000916879,0.0940347,0
U162,41,61,97.8689,0.000833427,0.0972004,0
U166,53,54,101.685,0.00106461,0.0936634,0
U459,53,57,100.088,0.00104409,0.0937267,0
U401,67,41,99.878,0.00126846,0.0930818,0
U718,41,48,99.3958,0.000882453,0.0955182,0
U737,46,50,100.9,0.000915619,0.0946704,0
U558,57,54,103.056,0.00110671,0.107356,0
U46,48,41,100.317,0.000974306,0.0909091,0
U52,49,52,103.096,0.00100191,0.100611,0
U442,64,50,98.62,0.00122217,0.094516,0
U726,43,48,100.083,0.00091971,0.0967824,0
U676,67,43,102.651,0.00126186,0.0959266,0
U868,53,56,101.821,0.00105453,0.0930693,0
U734,48,48,99.0833,0.000974465,0.095614,0
U175,39,46,100.239,0.000776987,0.0817901,0
U40,45,57,100.86,0.000895683,0.0942869,0
U513,45,49,101.939,0.000947396,0.095429,0
U25,44,39,102.846,0.000872189,0.0962025,0
U139,59,43,102,0.0011374,0.0862626,0
U244,47,39,100.615,0.000958788,0.0943285,0
U65,42,39,103,0.000859452,0.0946203,1
U768,55,57,103.982,0.00114876,0.0975741,0
U22,59,47,99.4894,0.00117233,0.0948258,0
U396,45,43,102.953,0.000931539,0.0989673,0
